disease id	disease label	genes	phenotypes	labels
MONDO:0012137	Carney complex-trismus-pseudocamptodactyly syndrome	1	3	MYH8
MONDO:0014843	premature ovarian failure 11; POF11	1	3	PGBD3
MONDO:0013015	Brugada syndrome 5	1	3	SCN1B
MONDO:0013477	hypertrophic cardiomyopathy 20	1	3	NEXN
MONDO:0012525	Leber congenital amaurosis 12	1	3	RD3
MONDO:0007286	cataract 30	1	3	VIM
MONDO:0011857	atrial fibrillation, familial, 3	1	3	KCNQ1
MONDO:0007380	lattice corneal dystrophy type I	1	3	TGFBI
MONDO:0012029	microcephaly 6, primary, autosomal recessive	1	3	CENPJ
MONDO:0013720	complement component 4b deficiency	1	3	C4B
MONDO:0008856	immunodeficiency 27A	1	3	IFNGR1
MONDO:0014083	agammaglobulinemia 7, autosomal recessive	1	3	PIK3R1
MONDO:0014322	premature ovarian failure 9	1	3	HFM1
MONDO:0010171	Usher syndrome type 1C	1	3	USH1C
MONDO:0007094	amelogenesis imperfecta type 1A	1	3	LAMB3
MONDO:0007546	myeloproliferative disorder, chronic, with eosinophilia	1	3	PDGFRB
MONDO:0009284	glutathione synthetase deficiency without 5-oxoprolinuria	1	3	GSS
MONDO:0008485	Sebocystomatosis	1	3	KRT17
MONDO:0010424	surfactant metabolism dysfunction, pulmonary, 4	1	3	CSF2RA
MONDO:0007264	sudden cardiac arrest	1	3	AKAP10
MONDO:0012561	congenital anomalies of kidney and urinary tract 1, susceptibility to	1	3	DSTYK
MONDO:0008572	tibia, hypoplasia or aplasia of, with polydactyly	1	3	LMBR1
MONDO:0008259	familial spontaneous pneumothorax	1	3	FLCN
MONDO:0013278	lymphedema, hereditary, 1C	1	3	GJC2
MONDO:0012701	cataract 12 multiple types	1	3	BFSP2
MONDO:0009110	dicarboxylic aminoaciduria	1	3	SLC1A1
MONDO:0014938	aniridia 3; AN3	1	3	TRIM44
MONDO:0011843	hypertrophic cardiomyopathy 25	1	3	TCAP
MONDO:0014842	intellectual disability, autosomal dominant 41; MRD41	1	3	TBL1XR1
MONDO:0010432	thrombophilia, X-linked, due to factor 9 defect	1	3	F9
MONDO:0014393	lymphedema, hereditary, 1D	1	3	VEGFC
MONDO:0011104	cataract 3 multiple types	1	3	CRYBB2
MONDO:0014680	herpes simplex encephalitis, susceptibility to, 7	1	3	IRF3
MONDO:0012786	juvenile cataract-microcornea-renal glucosuria syndrome	1	3	SLC16A12
MONDO:0009489	hereditary palmoplantar keratoderma, Gamborg-Nielsen type	1	3	SLURP1
MONDO:0010509	intellectual disability, X-linked 104; MRX104	1	3	FRMPD4
MONDO:0014230	candidiasis, familial, 8	1	3	TRAF3IP2
MONDO:0012287	Stickler syndrome, type i, nonsyndromic ocular	1	3	COL2A1
MONDO:0044207	specific granule deficiency 1	1	3	CEBPE
MONDO:0012744	dilated cardiomyopathy 1Y	1	3	TPM1
MONDO:0013887	heterotaxy, visceral, 6, autosomal	1	3	CFAP53
MONDO:0011497	hereditary North American Indian childhood cirrhosis	1	3	UTP4
MONDO:0013825	congenital diarrhea 6	1	3	GUCY2C
MONDO:0007634	intellectual disability, FRA12A type	1	3	DIP2B
MONDO:0009694	myeloperoxidase deficiency	1	3	MPO
MONDO:0014649	intellectual disability, autosomal recessive 50	1	3	EDC3
MONDO:0012839	pyogenic bacterial infections due to MyD88 deficiency	1	3	MYD88
MONDO:0007784	selective pituitary resistance to thyroid hormone	1	3	THRB
HGNC:18194	ZNF365	1	3	ZNF365
MONDO:0014321	premature ovarian failure 8	1	3	STAG3
MONDO:0007283	cataract 42	1	3	CRYBA2
MONDO:0011698	glycine N-methyltransferase deficiency	1	3	GNMT
MONDO:0009979	reticular dystrophy of the retinal pigment epithelium	1	3	RCBTB1
MONDO:0012654	atrial heart septal defect 4	1	2	TBX20
MONDO:0007834	islet cell adenomatosis	1	2	MAFA
MONDO:0012249	colorectal cancer, hereditary nonpolyposis, type 2	1	2	MLH1
MONDO:0013775	thrombomodulin-related bleeding disorder	1	2	THBD
MONDO:0014535	hyperproinsulinemia	1	2	INS
MONDO:0011922	adult idiopathic neutropenia	1	2	GFI1
MONDO:0007284	cataract 20 multiple types	1	2	CRYGS
MONDO:0014661	epidermolysis bullosa simplex with nail dystrophy	1	2	PLEC
MONDO:0013418	aortic aneurysm, familial thoracic 7	1	2	MYLK
MONDO:0009384	Leydig cell hypoplasia, type 1	1	2	LHCGR
MONDO:0013759	MITF-related melanoma and renal cell carcinoma predisposition syndrome	1	2	MITF
MONDO:0008567	thyroid cancer, nonmedullary, 1	1	2	NKX2-1
MONDO:0012503	thiopurine S-methyltransferase deficiency	1	2	TPMT
MONDO:0010899	autosomal dominant nocturnal frontal lobe epilepsy 1	1	2	CHRNA4
MONDO:0014173	microcephaly 11, primary, autosomal recessive	1	2	PHC1
MONDO:0010492	pituitary adenoma, growth hormone-secreting, 2	1	2	GPR101
MONDO:0014032	brachydactyly type A1C	1	2	GDF5
MONDO:0013112	bronchiectasis with or without elevated sweat chloride 3	1	2	SCNN1G
MONDO:0013468	retinitis pigmentosa 59	1	2	DHDDS
MONDO:0012665	cataract 33	1	2	BFSP1
MONDO:0013181	amelogenesis imperfecta hypomaturation type 2A3	1	2	WDR72
MONDO:0013616	pigmented nodular adrenocortical disease, primary, 3	1	2	PDE8B
MONDO:0014469	autosomal recessive nonsyndromic deafness 103	1	2	CLIC5
MONDO:0011482	dilated cardiomyopathy 1I	1	2	DES
MONDO:0010713	properdin deficiency	1	2	CFP
MONDO:0013412	hypertrophic cardiomyopathy 9	1	2	TTN
MONDO:0013191	focal segmental glomerulosclerosis 5	1	2	INF2
MONDO:0007672	glomuvenous malformation	1	2	GLMN
MONDO:0007487	dyslexia, susceptibility to, 1	1	2	DNAAF4
MONDO:0011828	intellectual disability, autosomal recessive 2	1	2	CRBN
MONDO:0007454	type 1 diabetes mellitus 2	1	2	INS
MONDO:0012799	hypertrophic cardiomyopathy 11	1	2	ACTC1
MONDO:0012142	orofacial cleft 5	1	2	MSX1
MONDO:0009946	hemolytic anemia due to pyrimidine 5' nucleotidase deficiency	1	2	NT5C3A
MONDO:0007376	fleck corneal dystrophy	1	2	PIKFYVE
MONDO:0007785	hyperthyroxinemia, dystransthyretinemic	1	2	TTR
MONDO:0014073	dilated cardiomyopathy 1II	1	2	CRYAB
MONDO:0010429	intellectual disability, X-linked 96	1	2	SYP
MONDO:0012332	short stature-delayed bone age due to thyroid hormone metabolism deficiency	1	2	SECISBP2
MONDO:0011505	familial hypobetalipoproteinemia 2	1	2	ANGPTL3
MONDO:0013454	Leber congenital amaurosis 11	1	2	IMPDH1
MONDO:0013120	46,XY sex reversal 5	1	2	CBX2
MONDO:0011774	autosomal recessive nonsyndromic deafness 30	1	2	MYO3A
MONDO:0010943	schizophrenia 4	1	2	PRODH
MONDO:0014372	cone-rod dystrophy 19	1	2	TTLL5
MONDO:0012983	cone-rod dystrophy 12	1	2	PROM1
MONDO:0012527	cataract 11 multiple types	1	2	PITX3
MONDO:0012985	hereditary spherocytosis type 5	1	2	EPB42
MONDO:0010963	autosomal dominant nonsyndromic deafness 6	1	2	WFS1
MONDO:0012704	dilated cardiomyopathy 1X	1	2	FKTN
MONDO:0024563	herpes simplex encephalitis, susceptibility to, 1	1	2	UNC93B1
MONDO:0010511	vas deferens, congenital bilateral aplasia of, X-linked; CBAVDX	1	2	ADGRG2
MONDO:0008772	amelogenesis imperfecta type 2A1	1	2	KLK4
MONDO:0008165	southeast Asian ovalocytosis	1	2	SLC4A1
MONDO:0007566	multiple self-healing squamous epithelioma	1	2	TGFBR1
MONDO:0013429	retinitis pigmentosa 40	1	2	PDE6B
MONDO:0007354	coloboma of optic nerve (disease)	1	2	PAX6
MONDO:0007967	melanoma and neural system tumor syndrome	1	2	CDKN2A
MONDO:0012199	posterior polymorphous corneal dystrophy 2	1	2	COL8A2
MONDO:0011325	Fanconi anemia complementation group f	1	2	FANCF
MONDO:0014385	amelogenesis imperfecta hypomaturation type 2A5	1	2	SLC24A4
MONDO:0013427	susceptibility to viral and mycobacterial infections	1	2	STAT1
MONDO:0014551	short stature with nonspecific skeletal abnormalities	1	2	NPR2
MONDO:0015553	dystrophic epidermolysis bullosa, nails only	1	2	COL7A1
MONDO:0014340	atrial fibrillation, familial, 15	1	2	NUP155
MONDO:0007728	acne inversa, familial, 1	1	2	NCSTN
MONDO:0012926	amelogenesis imperfecta hypomaturation type 2A2	1	2	MMP20
MONDO:0012480	diabetes mellitus, transient neonatal, 2	1	2	ABCC8
MONDO:0011480	autosomal dominant nonsyndromic deafness 20	1	2	ACTG1
MONDO:0007851	keratoconus 1	1	2	VSX1
MONDO:0013002	cone-rod dystrophy 9	1	2	ADAM9
MONDO:0010443	macular degeneration, X-linked atrophic	1	2	RPGR
MONDO:0008332	pseudo-von Willebrand disease	1	2	GP1BA
MONDO:0013148	Brugada syndrome 8	1	2	HCN4
MONDO:0013955	mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	1	2	IL12RB1
MONDO:0012729	erythrocytosis, familial, 4	1	2	EPAS1
MONDO:0012731	elliptocytosis 1	1	2	EPB41
MONDO:0013596	nonsyndromic congenital nail disorder 10	1	2	FZD6
MONDO:0014064	mitochondrial complex III deficiency nuclear type 3	1	2	UQCRB
MONDO:0011512	Brooke-Spiegler syndrome	1	2	CYLD
MONDO:0014299	schwannomatosis 2	1	2	LZTR1
MONDO:0013953	immunodeficiency 28	1	2	IFNGR2
MONDO:0013504	spermatogenic failure 8	1	2	NR5A1
MONDO:0012908	complement component 6 deficiency	1	2	C6
MONDO:0010475	X-linked central congenital hypothyroidism with late-onset testicular enlargement	1	2	IGSF1
MONDO:0009775	Oguchi disease-1	1	2	SAG
MONDO:0010238	deafness, X-linked 4	1	2	SMPX
MONDO:0013710	colorectal cancer, hereditary nonpolyposis, type 5	1	2	MSH6
MONDO:0014090	polydactyly, postaxial, type A6	1	2	ZNF141
MONDO:0014448	hyperthyroxinemia, familial dysalbuminemic	1	2	ALB
MONDO:0014042	left ventricular noncompaction 7	1	2	MIB1
MONDO:0014923	peeling skin syndrome 5; PSS5	1	2	SERPINB8
MONDO:0014180	epidermolysis bullosa simplex due to BP230 deficiency	1	2	DST
MONDO:0014134	pulmonary hypertension, primary, 2	1	2	SMAD9
MONDO:0014642	candidiasis, familial, 9	1	2	IL17RC
MONDO:0014111	cataract 19 multiple types	1	2	LIM2
MONDO:0013253	breast-ovarian cancer, familial, susceptibility to, 3	1	2	RAD51C
MONDO:0008143	osteoarthritis susceptibility 1	1	2	FRZB
MONDO:0014880	Duane retraction syndrome 3 with or without deafness	1	2	MAFB
MONDO:0011032	autosomal dominant nonsyndromic deafness 11	1	2	MYO7A
MONDO:0013843	intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	1	2	GUCY2C
MONDO:0011915	MMVP2	1	2	DCHS1
MONDO:0010381	Tn Polyagglutination syndrome	1	2	C1GALT1C1
MONDO:0007849	keratitis fugax hereditaria	1	2	NLRP3
MONDO:0013447	retinitis pigmentosa 48	1	2	GUCA1B
MONDO:0009064	ocular cystinosis	1	2	CTNS
MONDO:0013542	Moyamoya disease 5	1	2	ACTA2
MONDO:0014479	porokeratosis 8, disseminated superficial actinic type	1	2	SLC17A9
MONDO:0012148	drug metabolism, poor, Cyp2D6-related	1	2	CYP2D6
MONDO:0012446	seborrhea-like dermatitis with psoriasiform elements	1	2	ZNF750
MONDO:0013137	choroidal dystrophy, central areolar 2	1	2	PRPH2
MONDO:0014346	white sponge nevus 2	1	2	KRT13
MONDO:0014749	tooth agenesis, selective, 7; STHAG7	1	2	LRP6
MONDO:0009285	gamma-glutamyl transpeptidase deficiency	1	2	GGT1
MONDO:0012793	hypouricemia, renal, 2	1	2	SLC2A9
MONDO:0013537	autosomal recessive nonsyndromic deafness 29	1	2	CLDN14
MONDO:0014247	familial episodic pain syndrome with predominantly lower limb involvement	1	2	SCN11A
MONDO:0009019	congenital hereditary endothelial dystrophy of cornea	1	2	SLC4A11
MONDO:0007848	autosomal dominant keratitis	1	2	PAX6
MONDO:0008555	thrombocytopenia 2	1	2	ANKRD26
MONDO:0007767	hyperparathyroidism 1	1	2	CDC73
MONDO:0014029	osteogenesis imperfecta type 14	1	2	TMEM38B
MONDO:0014494	psoriasis 15, pustular, susceptibility to	1	2	AP1S3
MONDO:0010430	intellectual disability, X-linked 97	1	2	ZNF711
MONDO:0013479	dilated cardiomyopathy 1HH	1	2	BAG3
MONDO:0008925	cataract 46 juvenile-onset	1	2	LEMD2
MONDO:0013769	atrioventricular septal defect 5	1	2	GATA6
MONDO:0014390	hypotrichosis 13	1	2	KRT71
MONDO:0017244	pseudoxanthomatous diffuse cutaneous mastocytosis	1	2	KIT
MONDO:0024523	aortic valve disease 1	1	2	NOTCH1
MONDO:0007287	cataract 41	1	2	WFS1
MONDO:0014037	spermatogenic failure 11	1	2	KLHL10
MONDO:0014102	hypogonadotropic hypogonadism 17 with or without anosmia	1	2	SPRY4
MONDO:0013919	epilepsy, idiopathic generalized, susceptibility to, 12	1	2	SLC2A1
MONDO:0015008	amelogenesis imperfecta, type Ij; AI1J	1	2	ACP4
MONDO:0007665	primary open angle glaucoma	1	2	OPTN
MONDO:0009909	progesterone resistance	1	2	PGR
MONDO:0007748	hypercalciuria, absorptive, 2	1	2	ADCY10
MONDO:0012931	focal segmental glomerulosclerosis 4, susceptibility to	1	2	APOL1
MONDO:0014137	precocious puberty, central, 2	1	2	MKRN3
MONDO:0012573	vesicoureteral reflux 2	1	2	ROBO2
MONDO:0012041	MUTYH-related attenuated familial adenomatous polyposis	1	2	MUTYH
MONDO:0010227	retinitis pigmentosa 3	1	2	RPGR
MONDO:0008676	white sponge nevus 1	1	2	KRT4
MONDO:0010484	deafness, X-linked 6	1	2	COL4A6
MONDO:0010564	red-green color blindness	1	2	OPN1MW
MONDO:0010565	red color blindness	1	2	OPN1LW
MONDO:0012141	orofacial cleft 6, susceptibility to	1	2	IRF6
MONDO:0014539	focal segmental glomerulosclerosis 9	1	2	CRB2
MONDO:0008593	trichomegaly	1	2	FGF5
MONDO:0013502	amyloidosis, primary localized cutaneous, 2	1	2	IL31RA
MONDO:0014406	pancreatic agenesis 2	1	2	PTF1A
MONDO:0013442	nephronophthisis 12	1	2	TTC21B
MONDO:0013663	platelet-activating factor acetylhydrolase deficiency (disease)	1	2	PLA2G7
MONDO:0010350	premature ovarian failure 2A	1	2	DIAPH2
MONDO:0014990	uncombable hair syndrome 3; UHS3	1	2	TCHH
MONDO:0007093	hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	1	2	DLX3
MONDO:0011444	Duane retraction syndrome 2	1	2	CHN1
MONDO:0009234	congenital high-molecular-weight kininogen deficiency	1	2	KNG1
MONDO:0014327	autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering	1	2	KRT6C
MONDO:0014189	age related macular degeneration 13	1	2	CFI
MONDO:0044327	polycystic liver disease 4 with or without kidney cysts	1	2	LRP5
MONDO:0012662	Usher syndrome type 2D	1	2	WHRN
MONDO:0012273	autosomal recessive nonsyndromic deafness 48	1	2	CIB2
MONDO:0014674	maturity-onset diabetes of the young type 14	1	2	APPL1
MONDO:0014394	Diamond-Blackfan anemia 13	1	2	RPS29
MONDO:0007709	hematuria, benign familial	1	2	COL4A3
MONDO:0014865	autosomal recessive severe congenital neutropenia due to CSF3R deficiency	1	2	CSF3R
MONDO:0014163	left ventricular noncompaction 10	1	2	MYBPC3
MONDO:0014694	spondylocostal dysostosis 6, autosomal recessive	1	2	RIPPLY2
MONDO:0013518	pituitary hormone deficiency, combined, 6	1	2	OTX2
MONDO:0013146	Brugada syndrome 7	1	2	SCN3B
MONDO:0017949	ABeta amyloidosis, Arctic type	1	2	APP
MONDO:0014860	polycystic liver disease 2; PCLD2	1	2	SEC63
MONDO:0010807	autosomal recessive nonsyndromic deafness 2	1	2	MYO7A
MONDO:0013140	candidiasis, familial, 4	1	2	CLEC7A
MONDO:0013535	hydroxyacyl glutathione hydrolase deficiency	1	2	HAGH
MONDO:0010712	panhypopituitarism, X-linked	1	2	SOX3
MONDO:0013770	atrial heart septal defect 9	1	2	GATA6
MONDO:0014502	mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency	1	2	ISG15
MONDO:0008293	porokeratosis 3, disseminated superficial actinic type	1	2	MVK
MONDO:0009885	Scott syndrome	1	2	ANO6
MONDO:0007437	dentin dysplasia type II	1	2	DSPP
MONDO:0013817	preeclampsia/eclampsia 5	1	2	CORIN
MONDO:0014155	atrial fibrillation, familial, 13	1	2	SCN1B
MONDO:0013524	bleeding diathesis due to thromboxane synthesis deficiency	1	2	TBXA2R
MONDO:0013984	autosomal recessive nonsyndromic deafness 84B	1	2	OTOGL
MONDO:0010144	tibial hemimelia	1	2	GLI3
MONDO:0009227	myofibromatosis, infantile, 1	1	2	PDGFRB
MONDO:0011919	autoimmune disease, susceptibility to, 1	1	2	FOXD3
MONDO:0024566	febrile seizures, familial, 11	1	2	CPA6
MONDO:0007361	C1 inhibitor deficiency	1	2	SERPING1
MONDO:0014795	exercise intolerance, riboflavin-responsive	1	2	SLC25A32
MONDO:0013622	platelet-type bleeding disorder 9	1	2	ITGA2
MONDO:0011442	advanced sleep phase syndrome 1	1	2	PER2
MONDO:0008910	carboxypeptidase N deficiency	1	2	CPN1
MONDO:0012953	colorectal cancer, susceptibility to, 10	1	2	POLD1
MONDO:0014594	autosomal dominant nonsyndromic deafness 67	1	2	OSBPL2
MONDO:0013143	hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency	1	2	HRG
MONDO:0014756	tremor, hereditary essential, 5; ETM5	1	2	TENM4
MONDO:0007704	osteoarthritis susceptibility 2	1	2	MATN3
MONDO:0010053	hereditary spherocytosis type 3	1	2	SPTA1
MONDO:0007270	cardiomyopathy, familial restrictive, 1	1	2	TNNI3
MONDO:0011806	osteofibrous dysplasia	1	2	MET
MONDO:0013378	orofacial cleft 10	1	2	SUMO1
OMIM:601696	Novelty Seeking Personality Trait	1	2	DRD4
MONDO:0012266	preeclampsia/eclampsia 4	1	2	STOX1
MONDO:0010948	cataract 10 multiple types	1	2	CRYBA1
MONDO:0010906	orofacial cleft 11	1	2	BMP4
MONDO:0012746	dilated cardiomyopathy 2A	1	2	TNNI3
MONDO:0013901	spermatogenic failure 10	1	2	SEPT12
MONDO:0007060	spermatogenic failure 6	1	2	SPATA16
MONDO:0013500	immunodeficiency 51	1	2	IL17RA
MONDO:0014673	cataract 44	1	2	LSS
MONDO:0011098	prostate cancer, hereditary, 1	1	2	RNASEL
MONDO:0008387	ring dermoid of cornea	1	2	PITX2
MONDO:0014012	Charcot-Marie-tooth disease axonal type 2Q	1	2	DHTKD1
MONDO:0013487	recurrent Neisseria infections due to factor d deficiency	1	2	CFD
MONDO:0013326	Senior-Loken syndrome 7	1	2	SDCCAG8
MONDO:0014920	patterned macular dystrophy 3	1	2	MAPKAPK3
MONDO:0014386	platelet-type bleeding disorder 18	1	2	RASGRP2
MONDO:0011702	dilated cardiomyopathy 1L	1	2	SGCD
MONDO:0011361	prostate cancer/brain cancer susceptibility	1	2	EPHB2
MONDO:0007366	seizures, benign familial neonatal, 2	1	2	KCNQ3
MONDO:0012412	complement component 7 deficiency	1	2	C7
MONDO:0007067	pyruvate kinase hyperactivity	1	2	PKLR
MONDO:0012170	autosomal recessive nonsyndromic deafness 36	1	2	ESPN
MONDO:0012977	autosomal recessive nonsyndromic deafness 1B	1	2	GJB6
MONDO:0000908	arrhythmogenic right ventricular dysplasia 13	1	2	CTNNA3
MONDO:0011667	maturity-onset diabetes of the young type 4	1	2	PDX1
MONDO:0010326	intellectual disability, X-linked 46	1	2	ARHGEF6
MONDO:0011708	autosomal dominant nonsyndromic deafness 36	1	2	TMC1
MONDO:0007272	hereditary hypercarotenemia and vitamin A deficiency	1	2	BCO1
MONDO:0009461	male infertility due to large-headed multiflagellar polyploid spermatozoa	1	2	AURKC
MONDO:0013052	retinitis pigmentosa 42	1	2	KLHL7
MONDO:0012738	long QT syndrome 11	1	2	AKAP9
MONDO:0013965	lethal congenital contracture syndrome 4	1	2	MYBPC1
MONDO:0012474	autosomal dominant nocturnal frontal lobe epilepsy 4	1	2	CHRNA2
MONDO:0013960	sinoatrial node dysfunction and deafness	1	2	CACNA1D
MONDO:0013608	Joubert syndrome 13	1	2	TCTN1
MONDO:0013783	microphthalmia, isolated, with coloboma 7	1	2	ABCB6
MONDO:0012513	maturity-onset diabetes of the young type 7	1	2	KLF11
MONDO:0012872	THPH9	1	2	PLAT
MONDO:0011192	autosomal recessive nonsyndromic deafness 18A	1	2	USH1C
MONDO:0044310	diamond-blackfan anemia 17	1	2	RPS27
MONDO:0010389	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency	1	2	CYBB
MONDO:0007374	Schnyder corneal dystrophy	1	2	UBIAD1
MONDO:0012252	rhabdoid tumor predisposition syndrome 1	1	2	SMARCB1
MONDO:0014589	maturity-onset diabetes of the young type 13	1	2	KCNJ11
MONDO:0012454	alcohol sensitivity, acute	1	2	ALDH2
MONDO:0008847	atrichia with papular lesions	1	2	HR
MONDO:0010817	autosomal dominant nonsyndromic deafness 2A	1	2	KCNQ4
MONDO:0011477	tooth agenesis, selective, 3	1	2	PAX9
MONDO:0044315	craniosynostosis 7	1	2	SMAD6
MONDO:0013700	pancreatic triacylglycerol lipase deficiency	1	2	PNLIP
MONDO:0013601	gluthathione peroxidase deficiency	1	2	GPX1
MONDO:0009006	complement component 2 deficiency	1	2	C2
MONDO:0013580	pyruvate dehydrogenase E1-beta deficiency	1	2	PDHB
MONDO:0012861	premature ovarian failure 6	1	2	FIGLA
MONDO:0010510	intellectual disability, X-linked 105; MRX105	1	2	USP27X
MONDO:0013063	ventricular fibrillation, paroxysmal familial, 2	1	2	DPP6
MONDO:0008304	premature chromatid separation trait	1	1	BUB1B
MONDO:0009846	pentosuria	1	1	DCXR
MONDO:0014538	fibrosis of extraocular muscles, congenital, 5	1	1	COL25A1
MONDO:0010818	retinitis pigmentosa 12	1	1	CRB1
MONDO:0013748	ventricular septal defect 2	1	1	CITED2
MONDO:0007805	hypotrichosis 2	1	1	CDSN
MONDO:0007453	maturity-onset diabetes of the young type 2	1	1	GCK
MONDO:0011173	thrombocythemia 2	1	1	MPL
MONDO:0013593	autosomal dominant nonsyndromic deafness 64	1	1	DIABLO
MONDO:0012612	intellectual disability, autosomal recessive 12	1	1	ST3GAL3
MONDO:0012497	congenital stationary night blindness autosomal dominant 3	1	1	GNAT1
MONDO:0013747	atrioventricular septal defect 4	1	1	GATA4
MONDO:0010456	renal cell carcinoma, Xp11-associated	1	1	TFE3
MONDO:0014854	autosomal dominant nonsyndromic deafness 66	1	1	CD164
MONDO:0013985	autosomal recessive nonsyndromic deafness 18B	1	1	OTOG
MONDO:0013498	schizophrenia 15	1	1	SHANK3
MONDO:0010438	paroxysmal nocturnal hemoglobinuria 1	1	1	PIGA
MONDO:0010849	palmoplantar keratoderma, Bothnian type	1	1	AQP5
MONDO:0007267	hypertrophic cardiomyopathy 3	1	1	TPM1
MONDO:0011103	autosomal dominant nonsyndromic deafness 3A	1	1	GJB2
MONDO:0011162	cataract 14 multiple types	1	1	GJA3
MONDO:0012975	autosomal dominant nonsyndromic deafness 3B	1	1	GJB6
MONDO:0007092	amelogenesis imperfecta type 1B	1	1	ENAM
MONDO:0013657	intellectual disability, autosomal dominant 10	1	1	CACNG2
MONDO:0013604	myopia 21, autosomal dominant	1	1	ZNF644
MONDO:0013405	retinitis pigmentosa 49	1	1	CNGA1
MONDO:0010853	Helicobacter pylori infection, susceptibility to	1	1	IFNGR1
MONDO:0014621	Brugada syndrome 9	1	1	KCND3
MONDO:0012511	preterm premature rupture of the membranes	1	1	SERPINH1
MONDO:0014314	sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome	1	1	TBXT
MONDO:0015018	ichthyosis, congenital, autosomal recessive 12; ARCI12	1	1	CASP14
MONDO:0014498	familial cold autoinflammatory syndrome 4	1	1	NLRC4
MONDO:0009235	familial benign flecked retina	1	1	PLA2G5
MONDO:0012967	hemolytic anemia due to adenylate kinase deficiency	1	1	AK1
MONDO:0007858	palmoplantar keratoderma, punctate type 1A	1	1	AAGAB
MONDO:0014057	maple syrup urine disease, mild variant	1	1	PPM1K
MONDO:0013750	atrial heart septal defect 8	1	1	CITED2
MONDO:0012299	nanophthalmos 2	1	1	MFRP
MONDO:0013476	hypertrophic cardiomyopathy 19	1	1	CALR3
MONDO:0012976	autosomal dominant nonsyndromic deafness 2B	1	1	GJB3
MONDO:0011668	maturity-onset diabetes of the young type 6	1	1	NEUROD1
MONDO:0011832	autosomal dominant nonsyndromic deafness 44	1	1	CCDC50
MONDO:0013513	atrial fibrillation, familial, 9	1	1	KCNJ2
MONDO:0013224	rhabdoid tumor predisposition syndrome 2	1	1	SMARCA4
MONDO:0008734	adrenocortical carcinoma, hereditary	1	1	TP53
MONDO:0014816	split-foot malformation-mesoaxial polydactyly syndrome	1	1	MAP3K20
MONDO:0013339	dilated cardiomyopathy 1GG	1	1	SDHA
MONDO:0014232	craniosynostosis 5, susceptibility to	1	1	ALX4
HGNC:2098	CMAHP	1	1	CMAHP
MONDO:0013689	ovarian dysgenesis 3	1	1	PSMC3IP
MONDO:0042977	trichoepithelioma, multiple familial, 1	1	1	CYLD
MONDO:0012900	cardiomyopathy, familial restrictive, 3	1	1	TNNT2
MONDO:0019629	sclerocornea (disease)	1	1	GJA8
MONDO:0014682	thyroid cancer, nonmedullary, 5	1	1	HABP2
MONDO:0013269	autosomal recessive nonsyndromic deafness 91	1	1	SERPINB6
MONDO:0014650	familial temporal lobe epilepsy 8	1	1	GAL
MONDO:0011168	type 1 diabetes mellitus 10	1	1	IL2RA
MONDO:0012540	age related macular degeneration 4	1	1	CFH
MONDO:0012003	autosomal recessive nonsyndromic deafness 39	1	1	HGF
MONDO:0011226	autosomal dominant nonsyndromic deafness 15	1	1	POU4F3
MONDO:0033014	erythrokeratodermia variabilis et progressiva 4	1	1	KDSR
MONDO:0013386	autosomal recessive nonsyndromic deafness 74	1	1	MSRB3
MONDO:0021573	oocyte maturation defect 2	1	1	TUBB8
MONDO:0013489	autosomal recessive nonsyndromic deafness 89	1	1	KARS
MONDO:0009252	essential fructosuria	1	1	KHK
MONDO:0011102	autosomal dominant nonsyndromic deafness 12	1	1	TECTA
MONDO:0013312	retinitis pigmentosa 55	1	1	ARL6
MONDO:0013929	autosomal recessive nonsyndromic deafness 98	1	1	TSPEAR
MONDO:0012615	intellectual disability, autosomal recessive 7	1	1	TUSC3
MONDO:0012333	autosomal recessive nonsyndromic deafness 53	1	1	COL11A2
MONDO:0014799	cataract 45	1	1	SIPA1L3
MONDO:0008860	beta-aminoisobutyric acid, urinary excretion of	1	1	AGXT2
MONDO:0012128	dextro-looped transposition of the great arteries 1	1	1	MED13L
MONDO:0014779	Wilms tumor 6; WT6	1	1	REST
MONDO:0013463	dextro-looped transposition of the great arteries 3	1	1	CERS1
MONDO:0007049	acroleukopathy, symmetric	1	1	AIP
MONDO:0010423	hypospadias 2, X-linked	1	1	MAMLD1
MONDO:0013210	autosomal recessive nonsyndromic deafness 25	1	1	GRXCR1
MONDO:0009433	hypoplastic left heart syndrome 1	1	1	GJA1
MONDO:0009472	acetylation, slow	1	1	NAT2
MONDO:0014056	melanoma, cutaneous malignant, susceptibility to, 9	1	1	TERT
MONDO:0013484	cataract 36	1	1	TDRD7
MONDO:0007268	hypertrophic cardiomyopathy 4	1	1	MYBPC3
MONDO:0012901	inherited prekallikrein deficiency	1	1	KLKB1
MONDO:0007828	indifference to pain, congenital, autosomal dominant	1	1	ZFHX2
